location,Population,Urban population,Density  (P/Km²) ,Median age,Migrants (net) ,,,,,,,,,2019-12-31,,,,,2020-01-01,,,,,2020-01-02,,,,,2020-01-03,,,,,2020-01-04 ,,,,,2020-01-05 ,,,,,2020-01-06,,,,,2020-01-07,,,,,2020-01-08,,,,,2020-01-09,,,,,2020-01-10,,,,,2020-01-11,,,,,2020-01-12,,,,,2020-01-13,,,,,2020-01-14,,,,,2020-01-15,,,,,2020-01-16,,,,,2020-01-17,,,,,2020-01-18,,,,,2020-01-19,,,,,2020-01-20,,,,,2020-01-21,,,,,2020-01-22,,,,,2020-01-23,,,,,2020-01-24,,,,,2020-01-25,,,,,2020-01-26,,,,,2020-01-27,,,,,2020-01-28,,,,,2020-01-29,,,,,2020-01-30,,,,,2020-01-31,,,,,2020-02-01,,,,,2020-02-02,,,,,2020-02-03,,,,,2020-02-04 ,,,,,2020-02-05 ,,,,,2020-02-06,,,,,2020-02-07,,,,,2020-02-08,,,,,2020-02-09,,,,,2020-02-10,,,,,2020-02-11,,,,,2020-02-12,,,,,2020-02-13,,,,,2020-02-14,,,,,2020-02-15,,,,,2020-02-16,,,,,2020-02-17,,,,,2020-02-18,,,,,2020-02-19,,,,,2020-02-20,,,,,2020-02-21,,,,,2020-02-22,,,,,2020-02-23,,,,,2020-02-24,,,,,2020-02-25,,,,,2020-02-26,,,,,2020-02-27,,,,,2020-02-28,,,,,2020-02-29,,,,,2020-03-01,,,,,2020-03-02,,,,,2020-03-03,,,,,2020-03-04 ,,,,,2020-03-05 ,,,,,2020-03-06,,,,,2020-03-07,,,,,2020-03-08,,,,,2020-03-09,,,,,2020-03-10,,,,,2020-03-11,,,,,2020-03-12,,,,,2020-03-13,,,,,2020-03-14,,,,,2020-03-15,,,,,2020-03-16,,,,,2020-03-17,,,,,2020-03-18,,,,,2020-03-19,,,,,2020-03-20,,,,,2020-03-21,,,,,2020-03-22,,,,,2020-03-23,,,,,2020-03-24,,,,,2020-03-25,,,,,2020-03-26,,,,,2020-03-27,,,,,2020-03-28,,,,,2020-03-29,,,,,2020-03-30,,,,,2020-03-31,,,,,2020-04-01,,,,,2020-04-02,,,,,2020-04-03,,,,,2020-04-04,,,,,2020-04-05,,,,,2020-04-06,,,,,2020-04-07,,,,,2020-04-08,,,,,2020-04-09,,,,,2020-04-10,,,,,2020-04-11,,,,,2020-04-12,,,,,2020-04-13,,,,
,,,,,,Temperature,Feels_Like,Min_Temperature,Max_Temperature,Pressure(PHa),Humimdity,GDP_PC_2018,CHE_PC_2017,new_cases,new_deaths,total_cases,total_deaths,temperature,new_cases,new_deaths,total_cases,total_deaths,temperature,new_cases,new_deaths,total_cases,total_deaths,temperature,new_cases,new_deaths,total_cases,total_deaths,temperature,new_cases,new_deaths,total_cases,total_deaths,temperature,new_cases,new_deaths,total_cases,total_deaths,temperature,new_cases,new_deaths,total_cases,total_deaths,temperature,new_cases,new_deaths,total_cases,total_deaths,temperature,new_cases,new_deaths,total_cases,total_deaths,temperature,new_cases,new_deaths,total_cases,total_deaths,temperature,new_cases,new_deaths,total_cases,total_deaths,temperature,new_cases,new_deaths,total_cases,total_deaths,temperature,new_cases,new_deaths,total_cases,total_deaths,temperature,new_cases,new_deaths,total_cases,total_deaths,temperature,new_cases,new_deaths,total_cases,total_deaths,temperature,new_cases,new_deaths,total_cases,total_deaths,temperature,new_cases,new_deaths,total_cases,total_deaths,temperature,new_cases,new_deaths,total_cases,total_deaths,temperature,new_cases,new_deaths,total_cases,total_deaths,temperature,new_cases,new_deaths,total_cases,total_deaths,temperature,new_cases,new_deaths,total_cases,total_deaths,temperature,new_cases,new_deaths,total_cases,total_deaths,temperature,new_cases,new_deaths,total_cases,total_deaths,temperature,new_cases,new_deaths,total_cases,total_deaths,temperature,new_cases,new_deaths,total_cases,total_deaths,temperature,new_cases,new_deaths,total_cases,total_deaths,temperature,new_cases,new_deaths,total_cases,total_deaths,temperature,new_cases,new_deaths,total_cases,total_deaths,temperature,new_cases,new_deaths,total_cases,total_deaths,temperature,new_cases,new_deaths,total_cases,total_deaths,temperature,new_cases,new_deaths,total_cases,total_deaths,temperature,new_cases,new_deaths,total_cases,total_deaths,temperature,new_cases,new_deaths,total_cases,total_deaths,temperature,new_cases,new_deaths,total_cases,total_deaths,temperature,new_cases,new_deaths,total_cases,total_deaths,temperature,new_cases,new_deaths,total_cases,total_deaths,temperature,new_cases,new_deaths,total_cases,total_deaths,temperature,new_cases,new_deaths,total_cases,total_deaths,temperature,new_cases,new_deaths,total_cases,total_deaths,temperature,new_cases,new_deaths,total_cases,total_deaths,temperature,new_cases,new_deaths,total_cases,total_deaths,temperature,new_cases,new_deaths,total_cases,total_deaths,temperature,new_cases,new_deaths,total_cases,total_deaths,temperature,new_cases,new_deaths,total_cases,total_deaths,temperature,new_cases,new_deaths,total_cases,total_deaths,temperature,new_cases,new_deaths,total_cases,total_deaths,temperature,new_cases,new_deaths,total_cases,total_deaths,temperature,new_cases,new_deaths,total_cases,total_deaths,temperature,new_cases,new_deaths,total_cases,total_deaths,temperature,new_cases,new_deaths,total_cases,total_deaths,temperature,new_cases,new_deaths,total_cases,total_deaths,temperature,new_cases,new_deaths,total_cases,total_deaths,temperature,new_cases,new_deaths,total_cases,total_deaths,temperature,new_cases,new_deaths,total_cases,total_deaths,temperature,new_cases,new_deaths,total_cases,total_deaths,temperature,new_cases,new_deaths,total_cases,total_deaths,temperature,new_cases,new_deaths,total_cases,total_deaths,temperature,new_cases,new_deaths,total_cases,total_deaths,temperature,new_cases,new_deaths,total_cases,total_deaths,temperature,new_cases,new_deaths,total_cases,total_deaths,temperature,new_cases,new_deaths,total_cases,total_deaths,temperature,new_cases,new_deaths,total_cases,total_deaths,temperature,new_cases,new_deaths,total_cases,total_deaths,temperature,new_cases,new_deaths,total_cases,total_deaths,temperature,new_cases,new_deaths,total_cases,total_deaths,temperature,new_cases,new_deaths,total_cases,total_deaths,temperature,new_cases,new_deaths,total_cases,total_deaths,temperature,new_cases,new_deaths,total_cases,total_deaths,temperature,new_cases,new_deaths,total_cases,total_deaths,temperature,new_cases,new_deaths,total_cases,total_deaths,temperature,new_cases,new_deaths,total_cases,total_deaths,temperature,new_cases,new_deaths,total_cases,total_deaths,temperature,new_cases,new_deaths,total_cases,total_deaths,temperature,new_cases,new_deaths,total_cases,total_deaths,temperature,new_cases,new_deaths,total_cases,total_deaths,temperature,new_cases,new_deaths,total_cases,total_deaths,temperature,new_cases,new_deaths,total_cases,total_deaths,temperature,new_cases,new_deaths,total_cases,total_deaths,temperature,new_cases,new_deaths,total_cases,total_deaths,temperature,new_cases,new_deaths,total_cases,total_deaths,temperature,new_cases,new_deaths,total_cases,total_deaths,temperature,new_cases,new_deaths,total_cases,total_deaths,temperature,new_cases,new_deaths,total_cases,total_deaths,temperature,new_cases,new_deaths,total_cases,total_deaths,temperature,new_cases,new_deaths,total_cases,total_deaths,temperature,new_cases,new_deaths,total_cases,total_deaths,temperature,new_cases,new_deaths,total_cases,total_deaths,temperature,new_cases,new_deaths,total_cases,total_deaths,temperature,new_cases,new_deaths,total_cases,total_deaths,temperature,new_cases,new_deaths,total_cases,total_deaths,temperature,new_cases,new_deaths,total_cases,total_deaths,temperature,new_cases,new_deaths,total_cases,total_deaths,temperature,new_cases,new_deaths,total_cases,total_deaths,temperature,new_cases,new_deaths,total_cases,total_deaths,temperature,new_cases,new_deaths,total_cases,total_deaths,temperature,new_cases,new_deaths,total_cases,total_deaths,temperature,new_cases,new_deaths,total_cases,total_deaths,temperature,new_cases,new_deaths,total_cases,total_deaths,temperature,new_cases,new_deaths,total_cases,total_deaths,temperature,new_cases,new_deaths,total_cases,total_deaths,temperature,new_cases,new_deaths,total_cases,total_deaths,temperature,new_cases,new_deaths,total_cases,total_deaths,temperature,new_cases,new_deaths,total_cases,total_deaths,temperature,new_cases,new_deaths,total_cases,total_deaths,temperature,new_cases,new_deaths,total_cases,total_deaths,temperature
Macedonia,"2,083,374","1,221,133",83,39.1,"-1,000",14.78,8.15,12.22,17,1027,17,,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,1,0,1,0,,0,0,1,0,,0,0,1,0,,0,0,1,0,,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,2,0,3,0,,,,,,,,,,,,,,,,,4,0,7,0,,,,,,,2,0,9,0,,4,0,13,0,,,,,,,0,0,13,0,,6,0,19,0,,12,0,31,0,,11,0,42,0,,6,0,48,0,,22,0,70,0,,15,0,85,0,,29,1,114,1,,22,1,136,2,,12,0,148,2,,29,0,177,2,,24,1,201,3,,18,0,219,3,,22,1,241,4,,18,2,259,6,,26,1,285,7,,44,2,329,9,,25,1,354,10,,0,1,354,11,,76,1,430,12,,53,5,483,17,,0,0,483,17,,87,4,570,21,,29,5,599,26,,18,4,617,30,,46,2,663,32,,48,0,711,32,,49,2,760,34,,68,0,828,34,
Madagascar,"27,691,018","10,670,252",48,19.6,"-1,500",21,21.48,21,21,1020,77,527.5012850413,24.7,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,3,0,3,0,,0,0,3,0,,0,0,3,0,,14,0,17,0,,2,0,19,0,,0,0,19,0,,4,0,23,0,,1,0,24,0,,4,0,28,0,,9,0,37,0,,7,0,44,0,,2,0,46,0,,8,0,54,0,,5,0,59,0,,6,0,65,0,,6,0,71,0,,1,0,72,0,,5,0,77,0,,8,0,85,0,,8,0,93,0,,0,0,93,0,,9,0,102,0,,0,0,102,0,,4,0,106,0,
Malawi,"19,129,952","3,534,836",203,18.1,,,,,,,,,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,3,0,3,0,,0,0,3,0,,1,0,4,0,,0,0,4,0,,1,0,5,0,,3,1,8,1,,0,0,8,1,,0,0,8,1,,1,0,9,1,,3,1,12,2,,1,0,13,2,
Malaysia,"32,365,999","25,361,963",99,30.3,"50,000",27.33,34.13,26.67,28,1012,94,11373.2330025676,384.1,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,3,0,3,0,,1,0,4,0,,0,0,4,0,,0,0,4,0,,3,0,7,0,,0,0,7,0,,1,0,8,0,,0,0,8,0,,0,0,8,0,,0,0,8,0,,0,0,8,0,,2,0,10,0,,2,0,12,0,,2,0,14,0,,1,0,15,0,,1,0,16,0,,2,0,18,0,,0,0,18,0,,0,0,18,0,,0,0,18,0,,1,0,19,0,,2,0,21,0,,1,0,22,0,,0,0,22,0,,0,0,22,0,,0,0,22,0,,0,0,22,0,,0,0,22,0,,0,0,22,0,,0,0,22,0,,0,0,22,0,,0,0,22,0,,0,0,22,0,,0,0,22,0,,1,0,23,0,,2,0,25,0,,0,0,25,0,,4,0,29,0,,,,,,,7,0,36,0,,14,0,50,0,,0,0,50,0,,33,0,83,0,,10,0,93,0,,6,0,99,0,,18,0,117,0,,12,0,129,0,,20,0,149,0,,9,0,158,0,,39,0,197,0,,41,0,238,0,,190,0,428,0,,125,0,553,0,,120,2,673,2,,117,0,790,2,,110,0,900,2,,130,0,1030,2,,153,2,1183,4,,123,6,1306,10,,212,4,1518,14,,106,1,1624,15,,172,4,1796,19,,235,4,2031,23,,130,3,2161,26,,159,1,2320,27,,150,7,2470,34,,156,3,2626,37,,0,0,2626,37,,282,8,2908,45,,208,5,3116,50,,217,3,3333,53,,150,4,3483,57,,179,4,3662,61,,131,1,3793,62,,170,1,3963,63,,156,2,4119,65,,109,2,4228,67,,118,3,4346,70,,184,3,4530,73,,153,3,4683,76,
Maldives,"540,544","186,634","1,802",29.9,"11,370",30,33.81,30,30,1012,74,10330.615614094,1006.9,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,2,0,2,0,,2,0,4,0,,,,,,,2,0,6,0,,2,0,8,0,,,,,,,1,0,9,0,,0,0,9,0,,4,0,13,0,,0,0,13,0,,0,0,13,0,,0,0,13,0,,0,0,13,0,,0,0,13,0,,0,0,13,0,,0,0,13,0,,0,0,13,0,,0,0,13,0,,0,0,13,0,,0,0,13,0,,1,0,14,0,,2,0,16,0,,1,0,17,0,,0,0,17,0,,1,0,18,0,,1,0,19,0,,0,0,19,0,,0,0,19,0,,0,0,19,0,,0,0,19,0,,0,0,19,0,,0,0,19,0,,0,0,19,0,,0,0,19,0,,0,0,19,0,,0,0,19,0,,1,0,20,0,
Mali,"20,250,833","8,906,636",17,16.3,"-40,000",40,36.74,40,40,1010,12,899.6599080966,31.4,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,2,0,2,0,,2,0,4,0,,0,0,4,0,,5,0,9,0,,9,0,18,0,,0,0,18,0,,0,1,18,1,,10,0,28,1,,8,2,36,3,,3,0,39,3,,2,0,41,3,,4,2,45,5,,2,0,47,5,,9,0,56,5,,3,2,59,7,,0,0,59,7,,28,0,87,7,,18,2,105,9,,11,0,116,9,
Malta,"441,543","411,533","1,380",42.6,900,16.06,13.57,16,16.11,1024,67,30098.2833099975,2585.6,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,3,0,3,0,,,,,,,1,0,4,0,,,,,,,2,0,6,0,,3,0,9,0,,3,0,12,0,,6,0,18,0,,3,0,21,0,,9,0,30,0,,8,0,38,0,,10,0,48,0,,5,0,53,0,,11,0,64,0,,9,0,73,0,,17,0,90,0,,17,0,107,0,,13,0,120,0,,9,0,129,0,,5,0,134,0,,5,0,139,0,,10,0,149,0,,2,0,151,0,,5,0,156,0,,11,0,167,0,,21,0,188,0,,7,0,195,0,,7,0,202,0,,11,0,213,0,,21,0,234,0,,7,0,241,0,,52,0,293,0,,6,1,299,1,,38,1,337,2,,13,0,350,2,,20,1,370,3,,8,0,378,3,
Mariana Islands,"57,559","50,808",125,,,,,,,,,,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,2,0,2,0,,4,0,6,0,,0,1,6,1,,2,0,8,1,,0,0,8,1,,0,0,8,1,,0,0,8,1,,0,0,8,1,,0,1,8,2,,3,0,11,2,,0,0,11,2,,0,0,11,2,,0,0,11,2,,0,0,11,2,
Mauritania,"4,649,658","2,646,714",5,20.1,"5,000",41,35.31,41,41,1009,9,1188.8345875397,48.8,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,1,0,1,0,,0,0,1,0,,0,0,1,0,,0,0,1,0,,0,0,1,0,,1,0,2,0,,0,0,2,0,,0,0,2,0,,0,0,2,0,,0,0,2,0,,0,0,2,0,,0,0,2,0,,1,0,3,0,,0,0,3,0,,2,0,5,0,,0,0,5,0,,0,0,5,0,,0,0,5,0,,0,0,5,0,,1,1,6,1,,0,0,6,1,,0,0,6,1,,0,0,6,1,,0,0,6,1,,0,0,6,1,,0,0,6,1,,1,0,7,1,,0,0,7,1,,0,0,7,1,,0,0,7,1,
Mauritius,"1,271,768","519,330",626,37.5,0,25.16,24.68,24.44,26,1018,78,11238.6903948961,599.7,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,3,0,3,0,,9,0,12,0,,2,1,14,1,,14,1,28,2,,8,0,36,2,,6,0,42,2,,6,0,48,2,,33,0,81,2,,13,0,94,2,,8,0,102,2,,8,1,110,3,,18,0,128,3,,15,0,143,3,,11,2,154,5,,15,2,169,7,,17,0,186,7,,10,0,196,7,,31,0,227,7,,17,0,244,7,,24,0,268,7,,5,0,273,7,,41,0,314,7,,4,2,318,9,,1,0,319,9,,5,0,324,9,
